"ID","Rating","Sales","Appraise","Type","Actor","Director","Area","Publish","Evaluate"
1,0.710144927536232,567432,0.504399922695355,0.306148883519559,1,1,0,1,"Excellent"
2,0.623188405797101,339323,0.512518198801778,0.444004642928588,0.838160617702204,0.708346465809464,0.22688885448144,1,"Excellent"
3,0.666666666666667,266870,0.232752689557431,0.368326620770325,0.81597207588357,0.429142518991169,0.649291987566325,0.634247269572711,"Excellent"
4,0.623188405797101,243817,0.32689557430909,0.346327260011843,0.709440058787614,0.392071950960654,0.22688885448144,1,"Excellent"
5,0.840579710144928,241600,0.330116601172454,0.40826728159616,0.770799630416106,0.388506885705648,0.680349501857838,0.634247269572711,"Excellent"
6,0.579710144927536,197630,0.248189138697417,0.404151014090854,0.407005343837297,0.87498150732953,0.649291987566325,0.634247269572711,"Excellent"
7,0.36231884057971,175259,0.126305482187721,0.689609718100188,0.579094465427156,0.297424855435559,0.0201364498483939,1,"Excellent"
8,0.72463768115942,168036,0.428503510919281,0.72380184320511,0.865409865296397,0.383283912341526,0.22688885448144,1,"Excellent"
9,0.449275362318841,165678,0.285037686014301,0.652476143531402,0.532037088067952,0.644442228897451,0.22688885448144,1,"Excellent"
10,0.449275362318841,161183,0.271643367905688,0.216277849917667,0.534094114214391,0.462995362359858,0,1,"Excellent"
11,0.333333333333333,154562,0.154323262256007,0.404151014090854,0.356263744576464,0.87498150732953,0.649291987566325,0.634247269572711,"Excellent"
12,0.971014492753623,153061,0.640034787090124,0.431804545423054,0.289494956044372,0.259987650112243,0.649291987566325,0.634247269572711,"Excellent"
13,0.753623188405797,147194,0.232753977968176,0.580924782057891,0.233609440599115,0.24793686119884,0.700071389522311,0.634247269572711,"Excellent"
14,0.695652173913043,146416,0.224149971010758,0.323870763793037,0.40600952056756,0.235445464310754,0,1,"Excellent"
15,0.710144927536232,144905,0.454751014623462,0.336411729053218,0.405193085971481,0.233015688216792,0,1,"Excellent"
